城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
石景山,3,65,有厅,低,是,否,4
石景山,2,60,有厅,低,是,否,3.9167
石景山,2,50.68,有厅,高,是,否,3.9069
石景山,3,65,有厅,高,是,否,3.877
石景山,2,50.36,有厅,高,是,否,3.8722
石景山,2,72.35,有厅,高,是,否,3.8701
石景山,3,62.34,有厅,中,是,否,3.8499
石景山,3,72.81,无厅,高,是,否,3.8457
石景山,2,50,有厅,高,是,否,3.8
石景山,2,50.25,有厅,高,是,否,3.7811
石景山,2,66.05,有厅,高,是,否,3.7548
石景山,2,49.76,有厅,高,是,否,3.7179
石景山,3,62.13,有厅,中,是,否,3.702
石景山,3,62.13,有厅,高,是,否,3.702
石景山,3,62.34,有厅,高,是,否,3.6895
石景山,3,61.6,有厅,高,是,否,3.6526
石景山,3,66.05,无厅,高,是,否,3.6337
石景山,3,62.13,有厅,中,是,否,3.4605
石景山,2,65,有厅,中,是,否,3.3077
石景山,2,56.45,有厅,中,是,否,4.2516
石景山,2,56.45,有厅,高,是,否,4.163
朝阳,3,191.08,有厅,高,是,否,8.3735
朝阳,3,142.2,有厅,低,是,否,7.384
西城,1,45.47,有厅,中,否,否,7.1476
西城,1,45.47,有厅,低,否,是,7.1476
西城,1,41.48,无厅,高,否,否,7.1119
西城,1,45.48,有厅,中,否,是,7.0361
西城,1,41,无厅,高,否,否,7.0244
西城,1,45.6,有厅,中,否,否,7.0176
西城,1,42.88,无厅,中,否,否,6.9963
西城,1,43,无厅,低,否,是,6.9303
西城,1,45.47,有厅,中,否,否,6.9277
西城,1,41.49,有厅,中,否,否,6.821
西城,1,63.83,有厅,高,否,否,6.815
西城,1,64,有厅,低,否,否,6.7969
西城,1,43.08,无厅,低,否,否,6.7317
西城,1,42.87,无厅,高,否,否,6.718
西城,1,45.47,有厅,高,否,是,6.7078
西城,1,45.47,有厅,低,否,否,6.5978
西城,1,45.47,有厅,低,否,是,6.5758
西城,1,64,有厅,高,否,否,6.5625
西城,3,108.16,有厅,高,否,否,6.4257
西城,3,106,有厅,高,否,否,6.4151
西城,2,106.26,有厅,中,否,否,6.3053
西城,3,119.23,有厅,高,否,否,6.2904
西城,1,46.42,有厅,低,否,是,6.2474
西城,3,129.76,有厅,低,否,是,6.2423
西城,1,69.45,有厅,中,否,否,6.1916
西城,3,139.31,有厅,低,否,是,6.1016
西城,2,87.57,有厅,中,否,否,6.0524
西城,1,50,有厅,低,否,否,6
西城,3,135.6,有厅,中,否,否,5.9366
西城,2,93,有厅,中,否,否,5.8065
西城,3,119.54,有厅,低,否,否,5.7722
西城,2,87.57,有厅,高,否,是,5.7098
西城,3,119.23,有厅,低,否,否,5.7033
西城,2,93.56,有厅,低,否,否,5.6649
西城,2,93.91,有厅,中,否,否,5.484
西城,3,119.8,有厅,低,否,否,5.4258
西城,2,92.61,有厅,中,否,否,5.2911
海淀,3,141.19,有厅,高,否,否,7.6493
海淀,3,144.82,有厅,中,是,否,7.5957
海淀,3,144.82,有厅,高,是,否,6.7671
海淀,2,109.39,有厅,低,是,否,6.7191
海淀,2,93.91,有厅,中,否,否,6.7086
海淀,2,94,有厅,高,否,否,6.5958
东城,3,46.3,有厅,低,否,是,14.9029
东城,2,54.48,有厅,高,是,是,5.9839
东城,2,66.28,有厅,高,是,是,5.2807
丰台,2,57.56,有厅,低,是,是,6.7756
丰台,1,38.74,有厅,低,是,是,6.7115
丰台,2,57.46,有厅,低,是,是,6.4393
丰台,1,42.75,有厅,高,是,是,6.3158
西城,2,54.79,有厅,高,是,是,8.3045
西城,2,76.39,有厅,中,是,是,8.1948
西城,2,67.01,有厅,高,是,是,8.0585
西城,2,80.68,有厅,中,是,是,8.0566
西城,2,63.81,有厅,高,是,是,7.9925
西城,3,103.39,有厅,中,是,是,7.7861
西城,2,62.61,有厅,高,是,是,7.8263
西城,2,69.52,有厅,高,是,是,7.5518
海淀,2,52.73,有厅,低,是,是,8.1548
海淀,2,97,有厅,低,否,否,5.5671
海淀,2,90,有厅,中,否,否,5.5556
海淀,1,59.5,有厅,低,否,否,5.3782
海淀,3,136,有厅,高,否,否,5.3677
海淀,3,142,有厅,低,否,否,5.2817
海淀,1,59.99,有厅,中,否,否,5.1676
海淀,1,59.5,有厅,中,否,否,5.1261
海淀,1,68.65,有厅,中,否,否,5.0984
海淀,3,141.7,有厅,中,否,否,5.0106
海淀,3,134.44,有厅,低,否,否,4.9837
海淀,1,68.65,有厅,高,否,否,4.807
海淀,1,65.44,有厅,高,否,否,4.7372
海淀,1,65.44,有厅,高,否,否,4.6608
海淀,3,135.71,有厅,中,否,否,4.6423
海淀,3,130,有厅,高,否,否,4.5385
海淀,2,118,有厅,中,否,否,4.4916
海淀,3,135,有厅,低,否,否,4.4445
朝阳,4,222,有厅,低,是,否,5.4055
海淀,3,104,有厅,低,是,否,7.6924
西城,1,77.84,无厅,中,是,是,5.7811
西城,3,196,有厅,中,是,是,5.6123
西城,2,144,有厅,中,是,是,5.2778
西城,2,144,有厅,低,是,是,5.2084
西城,3,147.19,有厅,高,是,是,5.1634
西城,3,176.2,有厅,低,是,是,5.1079
西城,4,281,有厅,中,是,是,4.9823
西城,3,282,有厅,低,是,是,4.9646
西城,3,178,有厅,中,是,是,4.9439
西城,2,143.68,有厅,中,是,是,4.9068
西城,5,257.24,有厅,低,是,是,4.8593
西城,3,232.67,有厅,高,是,是,4.6418
西城,3,251,有厅,高,是,是,4.1833
西城,4,251,有厅,中,是,是,4.1833
西城,3,252.65,有厅,低,是,是,4.156
西城,4,268.7,有厅,低,是,是,3.7217
西城,4,251,有厅,中,是,是,3.7052
西城,5,252.65,有厅,低,是,是,3.5623
西城,4,263,有厅,高,是,是,3.3461
朝阳,3,156.67,有厅,高,是,否,3.8298
朝阳,1,50,无厅,中,是,否,2.96
朝阳,1,51,无厅,中,是,否,2.9412
朝阳,3,196.54,有厅,中,是,否,6.589
朝阳,3,180.03,有厅,中,是,否,6.1101
朝阳,2,85.55,有厅,低,否,否,6.7797
朝阳,3,136,有厅,低,否,否,6.25
西城,3,111,有厅,低,是,是,12.5136
朝阳,1,64.24,有厅,中,是,否,4.1252
朝阳,2,84,有厅,低,是,否,4.0239
朝阳,1,63.25,有厅,低,是,否,3.7155
朝阳,3,157.08,有厅,高,是,否,4.7747
朝阳,3,162.39,有厅,低,是,否,4.0028
西城,3,138.02,有厅,低,是,否,8.9118
西城,2,94.39,有厅,中,是,否,8.3696
西城,3,138.02,有厅,低,是,否,7.825
西城,2,104,有厅,中,是,否,7.6924
西城,2,93.59,有厅,中,是,否,7.6398
西城,2,89.9,有厅,低,是,否,7.6196
西城,2,105,有厅,低,是,否,7.6191
西城,3,138.72,有厅,高,是,否,7.5693
西城,2,96.61,有厅,低,是,否,7.5148
西城,2,97,有厅,低,是,否,7.4227
西城,2,104.48,有厅,低,是,否,7.3699
西城,2,89,有厅,高,是,否,7.3034
西城,2,103.22,有厅,高,是,否,7.2661
西城,2,97,有厅,中,是,否,7.2165
西城,3,135,有厅,低,是,否,7.1704
西城,4,224,有厅,高,是,否,7.1429
西城,2,103,有厅,高,是,否,7.068
西城,1,63.9,有厅,低,是,否,7.011
西城,2,92.8,有厅,低,是,否,7.0044
西城,3,137.49,有厅,低,是,否,6.9824
西城,1,58.32,有厅,中,是,否,6.8588
西城,2,103,有厅,中,是,否,6.7962
西城,2,103,有厅,高,是,否,6.7962
西城,1,64.68,有厅,中,是,否,6.5709
西城,1,66.81,有厅,低,是,否,6.5111
西城,3,153,有厅,低,是,否,6.2092
东城,2,98,有厅,中,是,是,7.1429
东城,3,147,有厅,高,是,是,6.7347
东城,3,146.77,有厅,中,是,是,6.4728
东城,2,128.5,有厅,高,是,是,6.1946
东城,2,130,有厅,高,是,是,6.1539
东城,2,130,有厅,中,是,是,5.7693
东城,2,130,有厅,高,是,是,5.077
丰台,4,118.91,有厅,低,是,否,5.4664
丰台,2,76.63,有厅,中,是,否,5.3504
丰台,3,129,有厅,中,是,否,5
丰台,2,95.16,有厅,低,是,否,4.9916
丰台,2,97,有厅,高,是,否,4.897
丰台,2,97.01,有厅,中,是,否,4.8965
丰台,2,113,有厅,高,是,否,4.8673
丰台,4,128,有厅,高,是,否,4.8438
丰台,2,106,有厅,低,是,否,4.717
丰台,1,56,无厅,中,是,否,4.6786
丰台,1,56,无厅,低,是,否,4.6786
丰台,1,56,有厅,高,是,否,4.6429
丰台,1,56.3,无厅,中,是,否,4.5294
丰台,2,78.91,有厅,高,否,否,5.2592
丰台,2,97.83,有厅,中,否,否,5.2132
丰台,2,91.79,有厅,中,否,否,5.2076
丰台,2,106.75,有厅,低,否,否,5.1523
丰台,2,79,有厅,中,否,否,4.9368
丰台,2,111.45,有厅,高,否,否,4.935
丰台,2,106.75,有厅,高,否,否,4.8712
丰台,2,99.8,有厅,中,否,否,4.8097
丰台,2,111.45,有厅,中,否,否,4.8004
丰台,3,121.8,有厅,中,否,否,4.5156
丰台,2,117.99,有厅,低,否,否,4.4072
丰台,3,156,有厅,高,否,否,4.359
丰台,3,105,有厅,高,否,否,4.2858
丰台,3,156,有厅,低,否,否,3.9744
朝阳,2,71.57,有厅,低,是,否,5.589
朝阳,3,106.98,有厅,高,是,否,5.1412
朝阳,2,99.37,有厅,低,是,否,5.1324
朝阳,3,109.64,有厅,高,是,否,5.1077
朝阳,2,81.38,有厅,中,是,否,5.0381
朝阳,3,108.67,有厅,中,是,否,5.0152
朝阳,1,70.09,有厅,中,是,否,4.9936
朝阳,2,103.22,有厅,高,是,否,4.8441
朝阳,3,109.64,有厅,高,是,否,4.7428
朝阳,2,99.01,有厅,低,是,否,4.6965
朝阳,2,100.5,有厅,高,是,否,4.5772
朝阳,2,100.5,有厅,高,是,否,4.4777
海淀,2,99.05,有厅,低,否,否,8.8845
海淀,3,122.77,有厅,高,否,否,8.6341
海淀,4,250,有厅,高,否,否,6.4
海淀,4,198.01,有厅,高,否,否,8.1815
海淀,2,76.31,有厅,高,否,否,7.9938
海淀,1,50,无厅,高,否,否,7
西城,3,85.9,有厅,高,是,是,9.2899
西城,2,64.4,有厅,高,是,是,9.1615
西城,2,64.1,无厅,低,是,是,9.0484
西城,2,64.1,有厅,中,是,是,9.0484
西城,2,61.3,有厅,中,是,是,8.8092
西城,2,97,有厅,低,是,否,6.866
西城,2,86.85,有厅,低,是,否,6.5285
西城,2,80,有厅,低,是,否,6.5
西城,1,58.18,有厅,高,是,否,6.4456
西城,2,87.39,有厅,中,是,是,6.3852
西城,2,87.39,有厅,高,是,否,6.2937
西城,2,87.39,有厅,中,是,否,6.122
海淀,3,89.5,有厅,高,是,否,7.4861
西城,2,53.7,有厅,中,是,是,9.2179
西城,2,57.3,有厅,高,是,是,8.9006
西城,3,115,有厅,中,是,是,8.174
西城,3,77.87,有厅,中,是,是,7.7052
西城,3,117,有厅,高,是,是,7.4787
西城,2,88.8,有厅,中,是,是,7.0046
丰台,1,43,有厅,高,是,否,5.3489
丰台,1,38.4,有厅,中,是,否,5.1563
丰台,3,78.2,有厅,高,是,否,4.6036
丰台,2,106,有厅,中,是,否,4.0567
丰台,2,92,有厅,中,是,是,5.9783
丰台,3,136,有厅,高,是,是,5.5148
丰台,3,133.73,有厅,低,是,是,5.384
丰台,3,151,有厅,高,是,是,5.1656
丰台,3,133.73,有厅,高,是,是,5.0849
丰台,3,138,有厅,低,是,是,5.0725
丰台,2,112.03,有厅,高,是,是,4.9987
丰台,2,110.08,有厅,中,是,是,4.9964
丰台,2,110.05,有厅,中,是,是,4.9069
丰台,2,112,有厅,中,是,是,4.8215
丰台,2,110,有厅,中,是,是,4.8182
丰台,2,93.63,有厅,低,是,否,4.9664
丰台,3,127,有厅,低,是,否,4.6851
丰台,3,142.59,有厅,低,是,否,4.5586
丰台,2,93,有厅,低,是,否,4.4087
丰台,2,94,有厅,高,是,否,4.3618
丰台,3,128.49,有厅,高,是,否,4.3584
丰台,2,78.17,有厅,低,是,否,4.3495
丰台,3,132,有厅,高,是,否,4.3182
丰台,3,122,有厅,低,是,否,4.3033
丰台,2,94.2,有厅,低,是,否,4.2994
丰台,3,142.59,有厅,中,是,否,4.0677
丰台,3,153.5,有厅,高,是,否,4.0391
丰台,3,139.17,有厅,高,是,否,4.0239
丰台,5,281.45,有厅,高,是,否,3.2688
丰台,3,162.76,有厅,低,是,否,3.2564
丰台,2,90.26,有厅,高,是,否,6.4259
丰台,2,83.17,有厅,高,是,否,4.569
丰台,1,50,有厅,高,是,否,4.4
丰台,3,150.34,有厅,高,是,否,4.3236
丰台,3,150.34,有厅,中,是,否,3.991
丰台,3,55.35,有厅,高,是,否,5.4201
丰台,2,68.11,有厅,高,是,是,5.1388
丰台,2,59,有厅,中,是,否,5.0848
丰台,2,59,有厅,高,是,否,5
丰台,2,111.51,有厅,中,是,否,5.3807
丰台,2,116.13,有厅,低,是,否,5.3389
丰台,2,109,有厅,低,是,否,5.1377
丰台,1,54.52,有厅,低,是,否,5.0441
丰台,3,144,有厅,中,是,否,4.8612
丰台,1,68.56,有厅,低,是,否,4.7842
丰台,1,68,有厅,低,是,否,4.7059
丰台,1,67,有厅,低,是,否,4.4777
丰台,3,144,有厅,中,是,否,4.3056
丰台,1,59.14,无厅,中,是,否,5.58
丰台,3,150.9,有厅,低,是,否,5.3016
丰台,1,40.44,无厅,高,是,否,5.6875
丰台,3,151,有厅,中,是,否,4.8676
丰台,5,269.27,有厅,高,是,否,4.0852
丰台,5,271.69,有厅,低,是,否,3.4967
朝阳,3,118,有厅,低,否,否,4.4916
朝阳,3,122.2,有厅,低,否,否,2.8888
海淀,3,105.3,有厅,高,是,否,4.7009
海淀,2,62.5,有厅,低,是,否,6.48
海淀,3,138,有厅,中,是,否,7.1595
朝阳,2,93.76,有厅,低,是,否,4.4796
朝阳,3,118,有厅,低,是,否,4.195
朝阳,2,89.65,有厅,中,是,否,5.0196
海淀,2,87.4,有厅,中,是,否,5.492
海淀,2,63.75,有厅,高,是,否,6.2746
丰台,2,98,有厅,中,是,否,4.898
丰台,2,106,有厅,低,否,否,4.4623
丰台,2,108.73,有厅,高,否,否,4.4147
丰台,3,115,有厅,高,否,否,4.3479
丰台,2,78,有厅,中,是,否,3.5257
石景山,2,104.78,有厅,低,是,否,4.0943
石景山,2,109,有厅,高,是,否,3.8533
石景山,2,94.41,有厅,中,是,否,3.8132
石景山,1,71,有厅,低,是,否,3.7324
石景山,2,108,有厅,中,是,否,3.7038
石景山,1,76.64,有厅,高,是,否,3.5883
石景山,1,76,有厅,中,是,否,3.4211
东城,2,55.77,有厅,中,是,否,6.9931
西城,1,35.4,无厅,低,是,是,12.4294
西城,1,41,无厅,高,是,是,12.1952
西城,2,63.7,有厅,中,是,是,11.2245
西城,1,41,无厅,高,是,是,11.2196
西城,2,63.6,有厅,中,是,是,11.1636
西城,2,76.02,有厅,高,是,否,7.235
西城,2,76.02,有厅,高,是,否,7.1034
西城,3,129.4,有厅,中,是,否,6.0279
西城,3,128,有厅,高,是,否,5.8594
西城,4,222.84,有厅,低,是,否,5.3851
西城,4,222.84,有厅,高,是,否,4.712
海淀,2,56.7,有厅,中,是,是,9.1711
海淀,2,59.9,有厅,高,是,是,8.8481
海淀,1,43.02,有厅,低,是,是,9.4143
海淀,2,57,有厅,中,是,是,8.6316
海淀,2,73.14,有厅,低,是,是,8.0668
朝阳,1,74.34,无厅,中,是,否,3.3361
东城,3,133.21,有厅,中,是,是,7.1316
东城,3,147,有厅,中,是,是,6.8028
东城,2,95.75,有厅,中,是,是,6.7363
东城,2,104.99,有厅,高,是,是,6.5721
东城,2,123.44,有厅,高,是,是,6.4809
东城,2,123.44,有厅,中,是,是,6.4809
东城,1,62.22,无厅,高,是,是,6.4289
东城,1,62.22,无厅,低,是,是,6.3485
东城,1,62,有厅,中,是,是,6.2097
东城,2,106,有厅,低,是,是,6.1321
东城,2,106.08,有厅,中,是,是,6.1275
东城,1,62.03,无厅,低,是,是,6.0455
东城,1,58.06,无厅,低,是,是,6.0283
东城,3,133.21,有厅,中,是,是,6.0056
东城,3,133.21,有厅,低,是,是,6.0056
东城,3,147.96,有厅,中,是,是,5.9476
东城,3,147.96,有厅,高,是,是,5.9476
东城,3,147.96,有厅,低,是,是,5.9476
东城,2,104.99,有厅,高,是,是,5.7149
东城,2,123.36,有厅,低,是,是,5.2692
海淀,3,122.35,有厅,中,是,否,6.13
海淀,5,233.31,有厅,低,是,否,6.0864
海淀,3,144.72,有厅,中,是,否,5.6662
海淀,3,126.53,有厅,中,是,否,4.9791
海淀,3,110.99,有厅,高,是,否,7.4782
海淀,3,97.13,有厅,中,是,否,7.1039
海淀,3,144.42,有厅,中,是,否,6.0934
海淀,3,143,有厅,低,是,否,5.5245
海淀,3,143,有厅,中,是,否,5.4896
海淀,3,226,有厅,中,是,否,5.0885
海淀,4,216.6,有厅,中,是,否,5.8172
海淀,2,108.97,有厅,中,是,否,5.7815
海淀,3,166,有厅,低,是,否,5.0302
海淀,2,109.17,有厅,低,是,否,4.9465
丰台,1,42.92,有厅,低,是,否,4.5434
丰台,2,71.99,有厅,高,是,否,4.4451
丰台,3,77.77,有厅,高,是,否,4.2433
丰台,2,59,有厅,中,是,否,4.1865
丰台,2,58.72,有厅,高,是,否,4.1213
丰台,1,42.6,有厅,低,是,否,4.8123
丰台,1,40.66,有厅,高,是,否,4.427
丰台,3,56.4,无厅,中,是,否,4.2908
丰台,2,61.93,有厅,中,是,否,4.1983
丰台,2,58.5,有厅,高,是,否,4.1881
丰台,2,77.08,有厅,高,是,否,3.8662
丰台,2,63.4,有厅,中,是,否,3.7855
丰台,2,62.44,有厅,高,是,否,3.7637
丰台,3,117,有厅,低,是,否,3.5898
丰台,2,64.67,有厅,高,是,否,3.5566
丰台,1,118.68,有厅,高,是,否,3.3705
东城,2,37.5,有厅,低,是,是,12.9867
东城,2,73.71,无厅,低,是,是,6.2407
东城,3,92.69,有厅,中,是,是,6.5811
东城,3,268,无厅,低,是,是,12
朝阳,3,89,有厅,高,是,否,5.2585
朝阳,1,45.52,有厅,中,是,否,5.8876
朝阳,2,56.89,有厅,高,是,否,5.8007
朝阳,2,59.67,有厅,高,是,否,5.4969
朝阳,2,64.21,有厅,中,是,否,5.4509
朝阳,2,68.49,有厅,高,是,否,5.2563
朝阳,2,59.51,有厅,高,是,否,4.8732
朝阳,3,83.35,有厅,低,是,否,5.9989
朝阳,2,56.77,有厅,中,是,否,5.9891
朝阳,3,80.11,有厅,高,是,否,5.867
朝阳,2,58,有厅,低,是,否,5.6897
朝阳,3,82.31,有厅,高,是,否,5.5887
朝阳,2,56.77,有厅,高,是,否,5.3726
朝阳,2,82,有厅,高,是,否,5.3049
朝阳,1,45.47,有厅,高,是,否,5.2783
朝阳,2,56.77,有厅,低,是,否,5.0203
海淀,2,50.4,有厅,低,是,是,8.7302
海淀,2,46.9,有厅,低,是,是,8.3156
海淀,1,44.8,有厅,低,是,是,7.8125
海淀,2,66.5,有厅,高,是,是,7.1429
西城,2,58.3,有厅,中,是,否,9.2968
石景山,2,55.91,有厅,高,是,否,4.4715
石景山,2,54,有厅,低,是,否,4.4445
石景山,1,40.3,有厅,中,是,否,4.0447
石景山,3,60,有厅,中,是,否,3.8834
石景山,2,56.14,有厅,高,是,否,3.3844
石景山,3,91.62,有厅,中,是,否,4.4751
石景山,1,55.33,有厅,中,是,否,4.1569
石景山,3,92,有厅,高,是,否,4.1305
石景山,2,86.19,有厅,中,是,否,4.1189
石景山,2,65,有厅,中,是,否,4.077
石景山,2,64.85,有厅,低,是,否,4.0093
石景山,2,62.86,有厅,中,是,否,4.009
石景山,3,87.49,有厅,高,是,否,4.0005
石景山,2,64.38,有厅,高,是,否,3.9609
石景山,2,66.49,有厅,低,是,否,3.9104
石景山,2,67,有厅,高,是,否,3.8806
石景山,3,91.62,有厅,低,是,否,3.7765
石景山,2,65.69,有厅,高,否,否,3.7601
石景山,2,69,有厅,低,是,否,3.6957
石景山,2,66.71,有厅,高,是,否,3.6727
石景山,2,69.29,有厅,中,否,否,3.6514
石景山,1,64.14,有厅,中,是,否,3.586
石景山,2,69.23,有厅,中,是,否,3.539
石景山,2,69.23,有厅,高,是,否,3.539
石景山,2,67.75,有厅,高,是,否,3.5277
石景山,2,88,有厅,高,否,否,3.5228
石景山,3,90.33,有厅,低,否,否,3.4319
石景山,1,50,有厅,高,是,否,3.4
石景山,2,69.24,有厅,中,否,否,3.394
石景山,3,97.78,有厅,高,否,否,3.375
石景山,1,57,有厅,中,是,否,3.3334
石景山,3,115.75,有厅,高,否,否,3.283
石景山,4,92.32,有厅,高,是,否,3.2496
石景山,3,108,有厅,高,是,否,3.2408
石景山,2,101,有厅,高,否,否,3.0199
石景山,2,69.51,有厅,高,是,否,2.9493
石景山,3,115.75,有厅,高,否,否,2.851
石景山,4,130.73,有厅,高,是,否,2.6773
石景山,3,91.58,有厅,高,是,否,2.5115
海淀,2,53.3,有厅,高,是,是,7.2233
海淀,2,53.3,无厅,高,是,是,6.9419
海淀,2,61.8,有厅,高,是,是,6.7962
丰台,3,84.29,有厅,高,是,否,4.8642
丰台,3,73.6,有厅,中,是,否,4.8914
丰台,2,55,有厅,高,是,否,4.2182
朝阳,3,81.5,有厅,高,是,否,5.7669
朝阳,2,54.08,有厅,高,是,否,4.5304
朝阳,2,51,有厅,低,是,否,5.3922
东城,2,43.97,有厅,中,是,是,11.0303
东城,2,74.21,有厅,高,是,是,9.9718
东城,2,50.34,有厅,中,是,是,9.9325
东城,2,54.38,有厅,高,是,是,9.1946
东城,2,54.99,有厅,高,是,是,9.0017
东城,2,74,有厅,中,是,是,9
东城,3,81.1,有厅,中,是,是,8.6067
东城,2,56.5,有厅,高,是,是,8.4956
东城,2,60.31,有厅,中,是,是,8.2905
东城,2,62.32,有厅,中,是,是,8.1836
东城,2,53.87,无厅,中,是,是,7.7223
东城,3,79.32,有厅,低,是,是,7.64
西城,1,47.6,有厅,中,是,是,12.395
西城,2,54.6,有厅,低,是,是,12.3627
西城,3,62.5,有厅,低,是,是,12.16
西城,2,54.6,有厅,低,是,是,12.088
西城,3,70.38,有厅,中,是,是,12.0631
西城,2,55.6,有厅,低,是,是,11.8706
西城,2,64.25,有厅,低,是,是,11.6732
西城,3,66.4,有厅,高,是,是,11.5964
西城,3,60.1,有厅,高,是,是,11.5641
西城,1,48,有厅,中,是,是,11.3542
西城,1,48.1,有厅,中,是,是,11.3306
西城,2,53,有厅,高,是,是,11.1321
西城,2,53.9,有厅,中,是,是,11.0947
西城,2,71.4,有厅,低,是,是,10.8964
西城,3,84,有厅,中,是,是,10.6548
西城,2,50.15,有厅,低,是,是,10.5285
西城,2,60,有厅,高,是,是,10.5
西城,1,44.1,有厅,高,是,是,10.3175
西城,2,71.4,有厅,低,是,是,9.916
西城,2,53.4,有厅,低,是,是,9.3633
西城,1,53,有厅,低,是,是,8.4906
西城,3,81.1,无厅,中,是,是,7.8915
西城,2,61.1,有厅,低,是,是,11.5876
西城,1,43.7,有厅,中,是,是,11.5561
西城,3,90.7,有厅,高,是,是,10.6726
西城,3,89,有厅,中,是,是,10.2248
西城,3,89.7,有厅,中,是,是,10.2119
西城,1,62.6,有厅,中,是,是,10.1438
西城,3,89,有厅,高,是,是,10
西城,1,62.6,有厅,高,是,是,9.9042
西城,3,103.8,有厅,低,是,是,11.9943
西城,3,63.4,无厅,中,是,是,11.0095
西城,1,44.7,有厅,高,是,是,10.962
西城,2,73.4,有厅,高,是,是,10.9401
西城,3,56.8,有厅,高,是,是,10.8275
西城,3,91.1,有厅,低,是,是,10.7575
西城,2,76.1,有厅,低,是,是,10.6439
西城,3,90,有厅,低,是,是,10.5556
西城,1,49,有厅,中,是,是,10.4082
西城,3,130.6,有厅,高,是,是,10.337
海淀,1,78.5,有厅,低,是,否,8.6625
西城,1,35.37,有厅,中,是,是,8.7645
西城,2,51.3,有厅,中,是,是,8.4796
东城,2,63.92,有厅,高,否,是,6.5551
东城,2,60.33,有厅,高,否,是,6.0501
东城,2,60,无厅,中,否,是,7
东城,2,62.74,无厅,低,否,是,6.6943
东城,2,59.3,有厅,中,否,是,6.4925
东城,2,63.45,有厅,高,否,是,6.383
东城,2,59.75,有厅,高,否,是,6.2762
东城,2,60,无厅,中,否,是,6.8334
东城,2,108.5,有厅,高,是,是,7.4931
东城,2,141,有厅,中,是,是,6.454
东城,2,59,有厅,高,是,是,6.6102
东城,2,62.48,有厅,中,否,是,6.9943
东城,2,58.57,有厅,低,是,否,7.6832
东城,1,32.09,有厅,低,是,否,7.3232
东城,2,49.66,无厅,中,是,否,6.7459
东城,1,55.38,有厅,中,是,否,6.6812
东城,1,40,有厅,高,是,否,6.625
东城,1,56.67,有厅,中,是,否,6.5291
东城,1,55.38,有厅,高,是,否,6.4103
海淀,3,80,有厅,中,是,是,7.5
海淀,2,57.8,有厅,中,是,是,7.3011
海淀,2,62.5,有厅,高,是,是,7.2
海淀,2,61.2,有厅,高,是,是,7.1896
海淀,3,167.67,有厅,高,否,是,7.157
海淀,2,65.77,有厅,低,是,是,6.9941
海淀,3,110.98,有厅,高,是,是,6.9923
海淀,2,80.62,有厅,中,是,是,6.9462
海淀,2,61.4,有厅,高,是,是,6.8404
海淀,2,64.39,有厅,高,是,是,6.8334
海淀,2,61.5,有厅,低,是,是,6.7968
海淀,1,42.4,有厅,低,是,是,6.7217
海淀,3,62.5,有厅,中,是,是,6.56
海淀,1,44.5,有厅,低,是,是,6.5169
海淀,1,44.28,有厅,高,是,是,6.3686
海淀,1,42.9,有厅,中,是,是,6.2938
海淀,2,87.65,有厅,中,是,是,6.275
海淀,3,167.77,有厅,低,否,是,6.0798
海淀,2,141.6,有厅,高,否,是,5.6498
海淀,3,101.55,有厅,低,是,是,5.613
海淀,2,84.32,有厅,低,否,否,4.0323
海淀,3,98.5,有厅,中,否,否,3.8579
海淀,2,84.57,有厅,中,否,否,3.7839
海淀,3,136.65,有厅,中,否,否,3.2931
海淀,3,165.17,有厅,高,否,否,2.9061
海淀,3,130.89,有厅,高,否,否,2.7505
海淀,3,136.89,有厅,中,否,否,2.5568
西城,2,57,有厅,高,是,是,9.6492
西城,2,67.36,有厅,高,是,是,8.8332
西城,2,77.33,有厅,高,是,是,7.953
西城,2,57,有厅,低,是,是,7.8948
西城,3,111.81,有厅,低,是,是,7.8705
西城,3,112.25,有厅,高,是,是,7.7506
西城,3,80,有厅,高,是,是,7.75
丰台,3,55.65,无厅,中,是,否,2.8572
丰台,2,62.01,有厅,中,否,否,2.9028
丰台,2,53.25,无厅,高,否,否,2.8545
丰台,2,57,有厅,高,否,否,2.6316
丰台,3,132.63,有厅,高,否,否,2.7144
丰台,2,80.79,有厅,中,否,否,2.5994
丰台,3,96.9,有厅,高,否,否,2.5594
丰台,3,96.99,有厅,中,否,否,2.557
丰台,1,58,有厅,中,否,否,2.5518
丰台,2,80.79,有厅,高,否,否,2.4137
丰台,2,80,有厅,高,否,否,2.275
丰台,3,96.8,有厅,中,否,否,2.0662
石景山,3,116.15,有厅,低,是,否,5.338
石景山,2,64,有厅,低,是,否,4.9219
石景山,2,59.4,有厅,高,是,否,4.7139
石景山,3,106.49,有厅,低,是,否,4.6953
石景山,2,65,有厅,低,是,否,4.6924
石景山,2,64.15,有厅,中,是,否,4.5986
石景山,2,64.19,有厅,中,是,否,4.5958
石景山,3,79,有厅,高,是,否,4.557
石景山,3,82,有厅,高,是,否,4.5122
石景山,3,78,有厅,中,是,否,4.4872
石景山,3,106.49,有厅,低,是,否,4.3667
石景山,3,80,有厅,中,是,否,4.25
石景山,2,108.07,有厅,中,是,否,4.164
石景山,3,77,有厅,高,是,否,4.1559
石景山,2,60,有厅,高,是,否,4.0834
