城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
海淀,3,67.51,有厅,中,是,是,9.332
海淀,3,81.15,有厅,高,是,是,9.2422
海淀,3,72,有厅,中,是,是,9.0278
海淀,1,46.54,有厅,低,是,是,8.9816
海淀,3,72.5,有厅,中,否,是,8.8276
海淀,3,80.47,有厅,中,是,是,8.8232
海淀,2,62,有厅,低,是,是,8.7097
海淀,2,63.51,有厅,低,是,是,8.6601
海淀,2,84.38,有厅,低,是,是,8.6514
海淀,2,59.23,有厅,中,否,是,8.6106
海淀,2,59.23,有厅,中,是,是,8.6106
海淀,3,67.51,有厅,低,是,是,8.5173
海淀,2,64.64,有厅,低,是,是,8.5087
海淀,2,66,有厅,高,是,是,8.4849
海淀,2,61.6,有厅,低,是,是,8.4416
海淀,1,54.92,有厅,低,是,是,8.3759
海淀,2,61.1,有厅,高,是,是,8.347
海淀,2,57.6,有厅,低,是,是,8.3334
海淀,4,168,有厅,低,是,是,8.3334
海淀,2,61.6,有厅,高,是,是,8.2793
海淀,2,69.05,有厅,高,是,是,8.2549
海淀,3,144.72,有厅,高,是,是,8.1537
海淀,2,90.54,有厅,高,是,是,7.9523
海淀,2,93.71,有厅,高,是,是,7.79
海淀,4,126.5,有厅,高,是,是,10.672
海淀,2,66.8,有厅,中,是,是,9.7306
海淀,2,67.49,有厅,低,是,是,9.1866
海淀,3,119.02,有厅,中,是,是,7.8139
海淀,2,90.59,有厅,高,是,是,7.5064
海淀,3,148.18,有厅,中,是,是,7.4235
海淀,3,154.9,有厅,高,是,是,6.8432
海淀,3,148.18,有厅,低,是,是,6.4112
海淀,3,70.8,有厅,中,是,否,7.9944
海淀,2,63.6,有厅,中,是,否,7.5
西城,1,44.5,有厅,中,是,是,11.6854
西城,3,58,有厅,中,是,是,11.5518
西城,3,85,有厅,高,是,是,11.4
西城,2,62,有厅,中,是,是,10.9678
西城,3,80.4,有厅,中,是,是,10.9453
西城,3,84.4,有厅,低,是,是,10.9005
西城,2,55,有厅,高,是,是,11.2728
西城,2,54.2,有厅,中,是,是,11.0333
西城,3,69.9,有厅,中,是,是,10.1574
西城,1,43.7,有厅,中,是,否,11.6705
西城,1,43.7,有厅,高,是,否,10.4806
西城,2,66.1,有厅,中,是,否,10.4085
西城,3,75.4,有厅,高,是,是,10.3449
西城,2,63.1,有厅,低,是,否,9.9842
西城,2,61.5,有厅,低,是,否,9.4309
西城,2,64.5,有厅,高,是,否,9.2714
丰台,2,66,有厅,高,否,否,3.4091
东城,1,42.46,有厅,中,是,是,7.301
东城,1,42.2,有厅,高,是,是,7.1091
海淀,2,49,有厅,高,是,否,5.4898
海淀,3,63.5,无厅,中,是,否,4.8032
海淀,3,75.7,有厅,低,是,否,5.2841
海淀,2,49.8,有厅,中,是,否,5.2209
海淀,2,67,有厅,中,是,否,4.3284
丰台,2,99.55,有厅,低,否,否,6.2281
丰台,1,41,无厅,高,否,否,3.244
丰台,1,55,有厅,中,否,否,3.2
丰台,1,41.1,无厅,高,否,否,3.0414
丰台,1,58,有厅,高,否,否,3.0173
丰台,2,79,有厅,低,否,否,2.9114
丰台,1,55.4,有厅,中,否,否,2.8881
丰台,2,94.48,有厅,中,否,否,2.699
丰台,2,86.34,有厅,中,否,否,2.6408
丰台,1,68.77,有厅,高,否,否,2.6175
丰台,1,62.72,有厅,低,否,否,2.8699
丰台,1,69,有厅,高,否,否,2.8261
丰台,2,91.4,有厅,中,否,否,2.7134
丰台,2,93,有厅,低,否,否,2.4732
丰台,2,69.73,有厅,中,否,否,2.94
丰台,2,69.73,有厅,中,否,否,2.7966
丰台,2,71.57,有厅,中,否,否,2.7945
丰台,2,69.78,有厅,高,否,否,2.5796
丰台,1,38.79,有厅,高,否,否,3.5061
丰台,2,68.15,有厅,中,否,否,2.9348
丰台,2,71.22,有厅,高,否,否,2.8082
丰台,2,99.77,有厅,中,否,否,2.5559
丰台,4,151.91,有厅,高,否,否,2.3699
丰台,3,129.72,有厅,高,否,否,2.3127
丰台,4,171,有厅,高,否,否,2.1053
丰台,1,57.24,有厅,高,否,否,2.97
丰台,2,85.13,有厅,中,否,否,2.7605
丰台,2,89.45,有厅,中,否,否,2.7055
丰台,2,96.17,有厅,中,否,否,2.6828
丰台,2,97,有厅,高,否,否,2.6805
丰台,1,56,有厅,中,否,否,2.6786
丰台,2,90.82,有厅,低,否,否,2.6426
丰台,2,96.17,有厅,中,否,否,2.61
丰台,2,91,有厅,中,否,否,2.5495
丰台,3,104.27,有厅,中,否,否,2.5415
丰台,1,61.91,有厅,低,否,否,2.4229
丰台,2,68.99,有厅,低,否,否,3.044
丰台,2,69.52,有厅,中,否,是,3.0208
丰台,2,79,有厅,中,否,否,2.4304
西城,2,58.3,有厅,高,是,否,8.0618
丰台,3,71,有厅,高,否,否,4.8592
西城,2,50.66,有厅,中,是,否,7.8958
西城,2,50.47,有厅,低,是,否,7.8265
西城,2,54.21,有厅,低,是,否,7.5079
西城,2,60,有厅,低,是,否,7.5
西城,3,70,有厅,中,是,否,7.2858
西城,1,42.77,有厅,中,是,否,6.4999
西城,3,69.95,有厅,高,是,否,6.0043
西城,3,56.85,无厅,高,是,是,7.9156
西城,2,69,有厅,高,是,是,7.6812
西城,2,54.17,有厅,高,是,是,7.6611
西城,2,60,有厅,高,是,是,7.5
西城,2,61,有厅,高,是,是,7.3771
西城,2,50,有厅,中,否,否,7.6
西城,1,55.08,有厅,中,是,否,6.536
东城,1,42.19,无厅,中,是,否,6.3997
东城,2,113,有厅,低,是,否,5.8408
东城,2,90.61,有厅,高,是,否,5.7389
东城,1,77.53,无厅,高,是,否,5.4947
东城,2,116.01,有厅,中,是,否,5.4306
东城,2,97.69,有厅,中,是,否,5.4254
东城,2,85.57,有厅,高,是,否,5.3173
东城,4,180.81,有厅,高,是,否,5.2542
东城,4,182.75,有厅,高,是,否,4.9248
东城,1,240.75,无厅,低,是,否,4.1537
西城,2,68.68,有厅,低,是,是,10.6291
西城,1,50.94,有厅,中,是,是,10.6008
西城,2,72.52,有厅,中,是,是,10.2731
西城,1,50.49,有厅,中,是,是,9.7049
西城,3,74.62,有厅,低,是,是,9.5149
西城,3,98.16,有厅,低,是,是,9.1688
西城,2,87.61,有厅,低,是,是,8.9374
西城,3,139.17,有厅,高,是,是,6.5388
朝阳,4,288,有厅,低,是,否,9.0278
朝阳,2,136.59,有厅,中,是,否,8.7855
朝阳,2,131.41,有厅,高,是,否,8.7513
朝阳,4,264.12,有厅,中,是,否,8.3296
朝阳,3,180.55,有厅,中,是,否,8.0311
丰台,4,124.25,有厅,高,是,否,3.3803
丰台,3,113.75,有厅,高,是,否,3.3407
西城,3,67.5,有厅,低,是,是,9.926
西城,1,35.9,有厅,低,是,是,12.7577
西城,3,112,有厅,中,是,是,11.9465
西城,3,108,有厅,低,是,是,11
西城,2,58.9,有厅,中,是,是,10.4924
西城,2,59,有厅,中,是,是,10.0848
西城,3,77.2,有厅,低,是,是,10
西城,2,58.9,有厅,中,是,是,9.9321
西城,2,58.9,有厅,高,是,是,9.9321
西城,2,89.5,有厅,低,是,是,9.4973
西城,3,80,有厅,中,是,是,9.375
石景山,3,105.75,有厅,高,否,否,4.123
石景山,3,122,有厅,低,否,否,3.9345
石景山,2,94.77,有厅,低,否,否,3.7987
石景山,2,79.64,有厅,高,否,否,3.6917
石景山,1,67.42,有厅,低,否,否,3.634
石景山,3,115.47,有厅,低,否,否,3.5508
石景山,2,67.42,有厅,低,否,否,3.3373
西城,2,54.1,有厅,中,是,是,10.7209
西城,1,48.6,有厅,低,是,是,10.5968
西城,2,67.9,有厅,低,是,是,10.0148
西城,2,64,有厅,低,是,是,9.375
西城,1,40.3,有厅,高,否,是,12.0348
西城,1,44.5,有厅,中,否,是,11.6854
西城,2,56.1,有厅,中,否,是,11.3191
西城,3,71,有厅,中,否,是,11.0986
西城,3,69.9,有厅,低,否,是,10.7297
西城,2,55,有厅,中,否,是,10.7273
西城,3,68.5,有厅,高,否,是,10.219
西城,2,67.3,有厅,中,否,是,9.8812
西城,2,55,有厅,高,否,是,9.6364
西城,2,55,有厅,高,否,是,9.3637
西城,3,100.39,有厅,高,否,是,10.4891
西城,2,75.94,有厅,高,否,是,10.0738
西城,3,119.46,有厅,高,否,是,9.995
西城,2,70,有厅,低,否,是,9.5
西城,2,97,有厅,中,是,是,9.897
西城,2,97,有厅,高,是,是,9.897
西城,2,97,有厅,低,是,是,9.897
西城,2,97.64,有厅,低,是,是,9.7297
西城,2,97,有厅,高,是,是,9.5877
西城,2,106,有厅,低,是,是,9.4151
西城,1,48.1,有厅,低,否,是,11.6425
西城,1,48.6,有厅,高,否,是,10.9877
西城,2,54.2,有厅,中,否,是,10.6089
西城,2,74.3,有厅,低,否,是,10.5653
西城,2,62.8,有厅,中,否,是,10.5096
西城,2,79,有厅,中,否,是,10.3798
西城,4,127.9,有厅,中,否,是,10.1642
西城,2,75.4,有厅,高,否,是,9.6817
西城,1,50,有厅,中,否,是,9.4
西城,2,61.1,有厅,高,否,是,9.1654
西城,1,50,有厅,高,否,是,9
西城,2,76.1,有厅,高,否,是,8.6728
西城,3,86.6,无厅,中,否,是,7.9677
丰台,2,79.92,有厅,中,是,否,3.7288
丰台,2,98.47,有厅,高,是,否,3.6052
丰台,2,56.1,有厅,高,是,否,3.5295
丰台,2,63.9,有厅,高,是,否,3.6777
丰台,2,71.6,有厅,高,是,否,3.3241
丰台,2,60.6,有厅,中,是,否,3.3004
丰台,3,91,有厅,高,是,否,3.2968
丰台,2,66.9,有厅,中,是,否,3.5875
丰台,2,100.04,有厅,中,是,否,3.9985
丰台,2,100.04,有厅,高,是,否,3.8985
丰台,2,65.3,有厅,低,是,否,3.6754
丰台,2,85.51,有厅,高,是,否,3.5084
丰台,2,65,有厅,高,是,否,3.5693
丰台,2,62.6,有厅,高,是,否,3.4346
丰台,1,65.6,有厅,中,是,否,3.0946
丰台,1,55,有厅,中,是,否,3.9091
丰台,2,72,有厅,高,是,否,3.8889
丰台,3,81.4,有厅,中,是,否,3.8698
丰台,1,55.08,有厅,中,是,否,3.8672
丰台,3,81.4,有厅,中,是,否,3.833
丰台,3,83.56,有厅,低,是,否,3.71
丰台,2,50.44,有厅,中,是,否,3.529
西城,2,59.81,有厅,低,是,是,8.7778
朝阳,2,117.18,有厅,高,是,否,5.8031
朝阳,2,117.18,有厅,中,是,否,5.6324
朝阳,3,155.3,有厅,高,是,否,5.087
丰台,2,54,有厅,低,否,否,3.3334
海淀,2,61.14,有厅,低,是,是,7.2784
朝阳,2,84.77,有厅,低,是,是,6.1343
朝阳,2,82.1,有厅,低,是,是,5.4812
西城,3,149.59,有厅,中,是,否,6.4577
西城,2,122.38,有厅,中,是,是,5.3114
西城,2,79.14,有厅,中,是,否,8.8451
西城,3,95,有厅,高,是,否,8.5264
西城,1,57.6,无厅,高,是,否,7.8994
西城,5,134,有厅,高,是,否,5.7463
西城,3,80.39,有厅,中,是,否,8.832
西城,1,56.13,有厅,高,是,否,8.5516
西城,2,68.23,有厅,高,是,否,8.4714
西城,1,56.7,有厅,高,是,是,8.4657
西城,2,67.9,有厅,中,是,否,8.3947
西城,2,61.02,有厅,低,是,否,8.3907
西城,1,52.63,有厅,中,是,否,8.3603
西城,3,85.08,有厅,高,是,否,8.1101
西城,2,68,有厅,高,是,否,8.0148
西城,2,62.4,有厅,低,是,否,6.8109
西城,2,71,有厅,中,是,否,8.8733
西城,3,84.8,有厅,中,是,否,8.8444
西城,4,128,有厅,高,是,否,6.4844
东城,1,41.38,无厅,低,是,是,10.8749
东城,3,92.72,有厅,低,是,是,10.246
东城,1,40.23,无厅,高,是,是,10.1914
东城,1,31,无厅,中,是,是,10
东城,2,75.64,有厅,低,是,是,9.9154
东城,1,41.38,无厅,中,是,是,9.9082
东城,2,81.16,有厅,高,是,是,9.8571
东城,1,30.96,无厅,低,是,是,9.8515
东城,1,41,无厅,低,是,是,9.7561
东城,1,59.65,有厅,中,是,是,9.7234
东城,2,75.53,有厅,低,是,是,9.5327
东城,2,75.69,有厅,中,是,是,9.5125
东城,1,59.6,有厅,高,是,是,9.396
东城,1,59.83,有厅,中,是,是,9.3599
东城,1,41.38,有厅,高,是,是,9.3041
东城,2,81.08,有厅,中,是,是,9.2502
东城,2,81.27,有厅,低,是,是,9.2285
东城,2,81.44,有厅,低,是,是,9.2093
东城,3,91.6,有厅,低,是,是,9.1704
东城,1,62.21,有厅,中,是,是,9.1626
东城,1,58.05,有厅,低,是,是,9.1301
东城,2,81.28,有厅,中,是,是,9.1044
东城,2,115.56,有厅,高,是,是,9.0862
东城,1,59.65,有厅,高,是,是,9.0529
东城,2,81.27,有厅,中,是,是,9.044
东城,3,91.6,有厅,高,是,是,9.0066
东城,2,83.55,有厅,中,是,是,8.9767
东城,2,83.55,有厅,低,是,是,8.9767
东城,3,91.6,有厅,中,是,是,8.952
东城,1,59.5,有厅,低,是,是,8.9076
东城,1,41.7,无厅,高,是,是,8.873
东城,2,77.99,有厅,中,是,是,8.7191
东城,1,59.65,有厅,中,是,是,8.7176
东城,1,67.8,有厅,中,是,是,8.6284
东城,2,80.18,有厅,低,是,是,8.6057
东城,2,73.39,有厅,中,是,是,8.5843
东城,1,59.65,有厅,低,是,是,8.5499
东城,2,112.44,有厅,高,是,是,8.449
东城,2,85.25,有厅,高,是,是,8.4458
东城,2,94.88,有厅,中,是,是,8.4318
东城,2,85.27,有厅,高,是,是,8.3265
东城,3,91.29,有厅,低,是,是,8.3252
东城,1,58.06,有厅,高,是,是,8.2674
东城,3,99.77,有厅,中,是,是,8.219
东城,1,59.65,有厅,高,是,是,8.2146
东城,2,112.57,有厅,高,是,是,8.0839
东城,1,59.39,有厅,中,是,是,8.0822
东城,2,76.77,有厅,中,是,是,8.0761
东城,2,81,有厅,低,是,是,8.0247
东城,2,75,有厅,高,是,是,8
东城,1,59,有厅,低,是,是,7.9323
东城,1,59.33,有厅,高,是,是,7.9218
东城,1,59,有厅,低,是,是,7.8814
东城,1,66,有厅,低,是,是,7.8788
东城,1,59.73,有厅,中,是,是,7.8688
东城,1,76,有厅,低,是,是,7.8685
东城,1,60,有厅,低,是,是,7.6667
东城,1,59.73,有厅,中,是,是,7.6177
东城,1,59.39,有厅,高,是,是,7.5771
东城,1,59.6,有厅,低,是,是,7.5672
东城,2,76.43,有厅,中,是,是,7.4317
东城,2,94.88,有厅,中,是,是,7.3778
东城,1,58.87,有厅,低,是,是,6.9645
东城,2,147,有厅,中,是,是,5.5987
东城,3,95.49,有厅,高,是,是,10.2629
东城,2,78.3,有厅,高,是,是,9.9617
东城,2,92.75,有厅,高,是,是,9.3801
东城,3,95.49,有厅,中,是,是,9.111
东城,2,80.74,有厅,低,是,是,8.7937
东城,3,91.36,有厅,中,是,是,8.7566
东城,2,70.84,有厅,低,是,是,8.611
东城,3,91.06,有厅,高,是,是,8.3462
东城,1,59.38,有厅,低,是,是,8.252
东城,1,57,有厅,中,是,是,8.2457
东城,1,57,有厅,高,是,是,8.2457
东城,1,55.91,有厅,高,是,是,8.2276
东城,2,73.82,有厅,低,是,是,8.1957
东城,2,94,有厅,低,是,是,8.0852
东城,1,58.46,有厅,低,是,是,8.0397
东城,1,60,有厅,低,是,是,8
东城,2,75.29,有厅,高,是,是,7.9692
东城,2,80.68,有厅,高,是,是,7.9326
东城,2,80.74,有厅,中,是,是,7.9267
东城,1,59.38,有厅,低,是,是,7.9152
东城,1,57,有厅,低,是,是,7.8948
东城,3,118.37,有厅,低,是,是,7.8568
东城,3,115.96,有厅,低,是,是,7.632
东城,3,118.37,有厅,中,是,是,7.5611
东城,3,123.32,有厅,中,是,是,7.5414
东城,1,57.16,有厅,低,是,是,7.5228
东城,1,57.21,有厅,低,是,是,7.5162
东城,1,61.62,有厅,中,是,是,7.3029
东城,2,73.12,有厅,高,是,是,6.9749
东城,2,116.17,有厅,中,是,是,6.5422
东城,2,116.52,有厅,中,是,是,6.1792
丰台,2,52.3,有厅,中,是,否,3.1549
西城,3,83.8,有厅,高,是,是,9.9046
西城,2,62,有厅,低,是,是,8.4839
西城,2,62,无厅,中,是,是,8.1936
西城,1,51.87,有厅,中,是,是,10.6035
西城,1,51.87,有厅,低,是,是,10.6035
西城,3,94,有厅,低,是,是,9.149
海淀,2,86.38,有厅,中,是,否,5.7884
海淀,1,71.22,有厅,中,是,否,5.476
海淀,2,85.83,有厅,低,是,否,5.3012
海淀,1,71.32,有厅,高,是,否,5.0477
海淀,1,72.63,有厅,中,是,否,5.0255
海淀,1,73.6,有厅,中,是,否,4.8914
海淀,1,73.6,有厅,高,是,否,4.8914
海淀,2,67.2,有厅,高,是,否,4.8364
海淀,2,102.93,有厅,中,是,否,4.8091
海淀,2,87.38,有厅,高,是,否,4.8066
海淀,2,87.38,有厅,高,是,否,4.7494
海淀,2,87.37,有厅,中,是,否,4.6927
海淀,2,102.6,有厅,低,是,否,4.6297
海淀,2,103,有厅,高,是,否,4.6117
海淀,2,100.6,有厅,中,是,否,4.5726
海淀,2,91.26,有厅,低,是,否,4.4927
海淀,2,88.74,有厅,中,是,否,4.4851
海淀,2,101.38,有厅,中,是,否,4.4191
海淀,2,101,有厅,中,是,否,4.406
海淀,2,98.76,有厅,低,是,否,4.4047
海淀,2,91.19,有厅,高,是,否,4.3865
海淀,2,98.67,有厅,低,是,否,4.358
海淀,2,109.03,有厅,低,是,否,4.3566
海淀,2,109.44,有厅,低,是,否,4.2946
海淀,2,118,有厅,中,是,否,4.1102
海淀,2,109.44,有厅,高,是,否,4.0936
海淀,2,142.14,有厅,高,是,否,4.0102
海淀,3,118,有厅,中,是,否,4.0085
海淀,2,149.17,有厅,高,是,否,3.9553
海淀,3,150.19,有厅,低,是,否,3.7287
海淀,3,167.31,有厅,高,是,否,3.7057
海淀,4,173,有厅,中,是,否,3.2659
西城,1,45.5,有厅,低,否,否,11.2088
西城,1,38,有厅,中,是,是,11.0527
西城,1,45.7,有厅,中,否,否,10.941
西城,1,46.3,有厅,低,是,是,10.9072
西城,1,45.2,有厅,中,否,是,10.5089
西城,1,48.2,有厅,中,否,否,10.166
西城,1,50.2,有厅,中,是,是,10.1594
西城,1,48.3,有厅,低,否,否,10.145
西城,2,74.7,有厅,低,是,是,10
西城,2,60.7,有厅,高,否,否,9.72
西城,3,67.4,有厅,低,否,是,9.7182
西城,2,63,有厅,中,是,是,9.5239
西城,2,63,有厅,低,是,是,9.4921
西城,3,79.4,有厅,中,否,是,9.3199
西城,3,79.4,有厅,中,否,否,9.194
西城,2,65.3,有厅,中,是,是,9.1884
西城,3,79.8,有厅,高,否,否,9.1479
西城,3,79.7,有厅,中,否,否,9.0339
西城,2,57.7,有厅,低,否,否,9.0122
西城,3,67.4,有厅,高,否,否,9.006
西城,3,76.8,有厅,中,否,否,8.9844
西城,3,79.8,有厅,高,否,否,8.8973
西城,2,58.3,有厅,低,否,是,8.7479
西城,3,115.54,有厅,高,否,是,9.2609
西城,2,100.83,有厅,高,否,是,9.2235
西城,3,119.4,有厅,低,否,是,9.2128
西城,2,115,有厅,中,否,是,9
海淀,1,50.69,无厅,中,是,是,10.2585
海淀,1,50.69,无厅,中,是,是,10.0612
海淀,3,153.74,有厅,低,是,是,7.4802
海淀,3,141.14,有厅,低,是,是,6.8018
海淀,3,159.55,有厅,中,是,是,6.5811
海淀,3,228.54,有厅,低,是,是,6.3447
海淀,2,108.11,有厅,低,是,是,6.2899
西城,2,113.6,有厅,高,是,否,10
东城,4,273,有厅,高,是,否,11.3554
东城,3,172.31,有厅,高,是,否,9.866
东城,3,176,有厅,高,是,否,9.091
东城,2,129.63,有厅,低,是,否,8.4857
东城,2,123.26,有厅,低,是,否,8.113
东城,2,129.61,有厅,中,是,否,7.5612
东城,2,166.59,有厅,中,是,否,4.6822
东城,2,130.82,有厅,低,是,否,4.2043
东城,3,145,有厅,中,是,否,4.138
西城,1,49.8,有厅,低,否,是,11.0442
西城,2,52.2,有厅,中,否,是,10.9196
西城,2,60.9,有厅,中,否,是,10.1807
西城,2,64.4,有厅,中,否,是,9.9845
西城,2,56,有厅,高,否,是,9.8215
西城,2,67.1,有厅,高,否,是,8.4948
西城,1,46.6,有厅,高,是,是,10.9872
西城,1,48.3,有厅,低,是,是,10.3934
海淀,2,71.44,有厅,低,是,是,6.9709
西城,2,79,有厅,高,是,是,11.8355
西城,2,53.2,有厅,中,是,是,10.9963
西城,2,54.8,有厅,中,是,是,10.9855
西城,2,53.2,有厅,高,是,是,10.9023
西城,2,55.3,有厅,中,是,是,10.4883
西城,2,55.3,有厅,中,是,是,10.4521
西城,3,76,有厅,中,是,是,10.0658
西城,2,57.3,有厅,中,否,是,10.3491
西城,2,52.3,有厅,高,否,是,10
西城,2,63,有厅,高,否,是,10
西城,2,60,有厅,低,否,是,10
西城,2,57.9,有厅,中,否,是,9.931
西城,2,59.5,有厅,低,否,是,9.7816
西城,2,74.1,有厅,低,否,是,9.1768
西城,2,54.3,有厅,高,是,是,11.0129
海淀,3,85.3,有厅,高,是,否,7.3271
海淀,3,69.45,无厅,中,是,否,7.1995
海淀,2,64.1,有厅,高,是,否,7.0203
西城,2,50.4,有厅,中,是,是,9.7223
西城,2,47.1,有厅,低,是,是,9.5542
西城,3,93.8,有厅,中,否,是,7.7826
西城,2,44.3,有厅,中,否,是,12.0768
西城,2,44.3,有厅,低,否,是,11.9639
西城,1,45.4,有厅,中,否,是,11.5639
西城,2,50.1,有厅,中,否,是,11.038
西城,2,58,有厅,高,否,是,10.5173
西城,2,61.5,有厅,高,否,是,10.4879
西城,3,89,有厅,低,否,是,10.0562
西城,4,93.8,有厅,高,否,是,9.7868
西城,2,61.1,有厅,中,否,是,9.1654
西城,2,70.33,有厅,中,否,是,12.6547
西城,1,53.5,有厅,低,否,是,11.9627
西城,2,77.82,有厅,中,否,是,11.2439
西城,1,54.56,有厅,高,否,是,11.1254
西城,3,77.4,有厅,低,是,否,14.9871
西城,2,67.3,有厅,高,是,否,14.2645
西城,3,92.94,有厅,高,是,否,13.9876
西城,3,74.1,有厅,中,是,否,13.9812
西城,3,74.1,有厅,中,是,否,13.9677
西城,3,74.1,有厅,中,是,否,13.7652
西城,3,77.7,有厅,高,是,否,12.9988
西城,2,57.1,有厅,低,是,是,11.9965
西城,1,43.5,有厅,高,是,否,11.9541
西城,1,43.5,有厅,中,是,否,11.9541
西城,2,69.2,有厅,高,是,否,11.5607
西城,2,67,有厅,低,是,是,11.1941
西城,3,83,有厅,低,是,否,10
丰台,1,34.8,无厅,中,是,否,4.3391
西城,2,63.5,有厅,高,是,是,9.0552
西城,2,60.7,有厅,中,是,是,8.0066
海淀,2,93,有厅,低,是,是,7.2581
海淀,2,95.68,有厅,高,是,是,7.2116
海淀,3,136.08,有厅,高,是,是,7.1282
海淀,2,99.19,有厅,中,是,是,6.8556
海淀,2,98,有厅,低,是,是,6.7347
